,Incident Date,State,City Or County,Address,# Killed,# Injured,ST,Zipcode,Latitude,Longitude,Population At Incident,Density,Type
993,2017-12-23,Alabama,Birmingham,3rd Ave N and 9th St N,0,4,AL,35203,33.52,-86.79,3151.0,1880.2,Suburban
994,2017-12-21,Louisiana,Lafayette,1500 block of N University Avenue,0,4,LA,70506,30.21,-92.02,42132.0,1988.55,Suburban
995,2017-12-21,Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,PA,19142,39.95,-75.16,28238.0,17553.38,Urban
996,2017-12-16,Mississippi,Mc Cool (Mccool),Cordova at Peoples Street,0,4,MS,39090,33.05,-89.58,13099.0,50.48,Rural
997,2017-12-15,California,Pacoima,13041 Jouett Street,0,5,CA,91331,34.25,-118.41,105696.0,11712.3,Urban
998,2017-12-13,Ohio,Columbus,200 block of E Barthman Ave,1,3,OH,43207,39.98,-82.98,47350.0,1938.43,Suburban
999,2017-12-12,Kentucky,Louisville,17th and Gallagher Streets,0,4,KY,40210,38.22,-85.74,13424.0,4605.97,Urban
1000,2017-12-12,Texas,Garland,1301 Rivercrest Ln,0,4,TX,75040,32.91,-96.62,62277.0,3795.43,Urban
1001,2017-12-09,Massachusetts,Boston,Cordova at Peoples Street,0,4,MA,02111,42.35,-71.06,7452.0,27344.44,Urban
1002,2017-12-06,Illinois,Chicago,4620 N Broadway,0,4,IL,60640,41.83,-87.68,68258.0,27321.43,Urban
1003,2017-12-04,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,PA,15206,40.43,-79.97,29557.0,5991.42,Urban
1004,2017-12-03,Tennessee,Memphis,656 Marshall Ave,1,3,TN,38103,35.1,-90.0,14038.0,4650.63,Urban
1005,2017-12-02,Michigan,Detroit,5200 Woodward Avenue,0,4,MI,48202,42.38,-83.1,16664.0,4990.38,Urban
1006,2017-11-30,Michigan,Detroit,11000 block of Gunston,1,4,MI,48213,42.38,-83.1,22651.0,4241.2,Urban
1007,2017-11-24,Mississippi,Brookhaven,119 Martin Street,1,6,MS,39601,31.58,-90.44,22914.0,89.25,Rural
1008,2017-11-24,Ohio,Cleveland,11618 Buckeye Rd,1,5,OH,44120,41.47,-81.67,34556.0,7187.81,Urban
1009,2017-11-18,Minnesota,Minneapolis,3600 block of Emerson Avenue North,0,4,MN,55412,44.96,-93.26,23301.0,6098.02,Urban
1010,2017-11-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,LA,70560,30.0,-91.81,41822.0,208.31,Rural
1011,2017-11-16,Georgia,Columbus,1400 block of 15th Street,0,7,GA,31901,32.51,-84.87,6688.0,1941.12,Suburban
1012,2017-11-14,California,Corning,17357 Stagecoach Rd,6,12,CA,96021,39.92,-122.28,16670.0,67.47,Rural
1013,2017-11-14,California,Richmond,900 Block of View Dr,2,2,CA,94803,37.95,-122.26,25798.0,2132.74,Suburban
1014,2017-11-12,Indiana,Gary,4601 Melton Rd,0,7,IN,46403,41.59,-87.34,13351.0,1522.04,Suburban
1015,2017-11-12,California,Fresno,S Calvin Ave,0,5,CA,93725,36.6,-119.75,27239.0,381.25,Rural
1016,2017-11-12,Georgia,Atlanta,50 Lower Alabama St,2,2,GA,30303,33.75,-84.39,6714.0,5678.47,Urban
1017,2017-11-11,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,TX,75215,32.79,-96.76,15664.0,1740.91,Suburban
1018,2017-11-11,Louisiana,New Orleans,Forstall Street and Burgundy Street,1,5,LA,70117,30.06,-89.93,26468.0,4268.07,Urban
1019,2017-11-11,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,NC,28303,35.05,-78.87,29056.0,1846.53,Suburban
1020,2017-11-10,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,OH,45417,39.77,-84.19,30276.0,954.59,Rural
1021,2017-11-09,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,PA,19145,39.95,-75.16,46311.0,9698.54,Urban
1022,2017-11-05,Texas,Sutherland Springs,216 4th St,27,20,TX,78161,29.26,-98.06,628.0,67.46,Rural
1023,2017-11-04,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,TX,78758,30.26,-97.74,46618.0,4747.09,Urban
1024,2017-11-04,Ohio,Youngstown,2810 Market St,0,4,OH,44507,41.09,-80.64,5093.0,3365.67,Urban
1025,2017-11-04,California,Santa Monica,1515 Ocean Avenue,1,3,CA,90401,34.01,-118.49,7485.0,7917.55,Urban
1026,2017-11-03,Minnesota,Minneapolis,10th Ave S and E 24th St,0,4,MN,55404,44.96,-93.26,27972.0,15348.61,Urban
1027,2017-11-03,California,Gardena,E 163rd St and S Main St,0,4,CA,90248,33.88,-118.27,10899.0,2119.09,Suburban
1028,2017-11-03,New York,Buffalo,147 Roosevelt Ave,0,4,NY,14215,42.88,-78.85,40088.0,8139.8,Urban
1029,2017-11-03,Louisiana,Lacombe,27600 block of Mirmar Street,1,4,LA,70445,30.3,-89.92,10341.0,93.72,Rural
1030,2017-10-29,Texas,Austin,5500 block of Ave F,1,3,TX,78751,30.26,-97.74,14949.0,6001.25,Urban
1031,2017-10-28,Ohio,Toledo,1327 N Huron St,0,4,OH,43604,41.66,-83.58,9160.0,3596.88,Urban
1032,2017-10-28,Virginia,Petersburg,N Sycamore St and Franklin,1,3,VA,23803,37.2,-77.39,38647.0,561.34,Rural
1033,2017-10-27,Kentucky,Louisville,1716 Prentice St,0,6,KY,40210,38.22,-85.74,13424.0,4605.97,Urban
1034,2017-10-27,California,San Francisco,1100 block of Fillmore,0,4,CA,94115,37.78,-122.43,35751.0,29588.71,Urban
1035,2017-10-23,California,Clearlake Oaks,13000 block of Anchor Village,2,3,CA,95423,39.05,-122.55,3818.0,36.44,Rural
1036,2017-10-22,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,0,4,CT,06114,41.76,-72.68,27993.0,6790.95,Urban
1037,2017-10-22,Alabama,Lanett,1606 19th St Sw,2,7,AL,36863,32.86,-85.2,11671.0,132.76,Rural
1038,2017-10-21,Florida,Jacksonville,164 E Eubanks St,0,4,FL,32218,30.33,-81.65,59891.0,553.14,Rural
1039,2017-10-21,Tennessee,Nashville,1277 12th Ave S,0,4,TN,37203,36.17,-86.78,13101.0,2832.66,Suburban
1040,2017-10-21,Pennsylvania,Chester,1200 block of W Carlas Ln,0,4,PA,19013,39.84,-75.37,35621.0,6138.39,Urban
1041,2017-10-21,Florida,Tampa,400 Block of E Nordica St,0,4,FL,33603,27.95,-82.48,20386.0,4617.99,Urban
1042,2017-10-18,Maryland,Edgewood,2111 Emmorton Park Rd,3,3,MD,21040,39.42,-76.29,24296.0,3065.14,Urban
1043,2017-10-17,New York,Brooklyn,181 Martense St,0,4,NY,11226,40.64,-73.94,102585.0,78799.07,Urban
1044,2017-10-16,Mississippi,Meridian,NaN,1,3,MS,NaN,37.09024,-95.712891,NaN,,
1045,2017-10-15,Texas,Houston,6233 Gulfton St,2,2,TX,77081,29.76,-95.38,49059.0,15433.73,Urban
1046,2017-10-15,Arizona,Phoenix,107th Ave and Camelback Rd,1,3,AZ,85037,33.48,-112.25,52205.0,5469.22,Urban
1047,2017-10-12,California,Aliso Viejo,6 Asbury Ct,2,2,CA,92656,33.57,-117.72,52372.0,5960.14,Urban
1048,2017-10-11,Ohio,Pedro,15497 SR 93,4,0,OH,45659,38.66,-82.63,2428.0,30.25,Rural
1049,2017-10-10,California,San Francisco,25th St and Treat Ave,0,4,CA,94110,37.74,-122.41,73737.0,29820.65,Urban
1050,2017-10-09,Texas,Houston,3352 Old Spanish Trail,0,5,TX,77021,29.76,-95.38,26654.0,4283.93,Urban
1051,2017-10-07,Arizona,Phoenix,87th Ave and Thomas Rd,0,4,AZ,85037,33.48,-112.25,52205.0,5469.22,Urban
1052,2017-10-06,Illinois,Chicago,8000 block of S Marshfield,0,5,IL,60620,41.83,-87.68,69195.0,10192.8,Urban
1053,2017-10-05,Arizona,Casa Grande,400 block of W 13th Street,4,0,AZ,85122,32.91,-111.74,56298.0,1018.45,Suburban
1054,2017-10-03,Florida,Miami,2051 NW 65th St,0,4,FL,33147,25.77,-80.2,47168.0,6475.3,Urban
1055,2017-10-01,Kansas,Lawrence,1000 block of Massachusetts St,3,2,KS,66044,38.96,-95.25,28912.0,457.65,Rural
1056,2017-10-01,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,NV,89119,36.08,-115.14,52171.0,3823.76,Urban
1057,2017-09-30,Tennessee,Memphis,800 block of Kerr Avenue,1,3,TN,38106,35.1,-90.0,24882.0,1049.91,Suburban
1058,2017-09-28,Louisiana,New Orleans,2001 N Rocheblave St,1,3,LA,70119,30.06,-89.93,37851.0,8104.7,Urban
1059,2017-09-26,Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,PA,19144,39.95,-75.16,41209.0,12621.32,Urban
1060,2017-09-26,Tennessee,Memphis,2531 Chelsea Ave,0,4,TN,38108,35.1,-90.0,17645.0,2674.04,Suburban
1061,2017-09-26,Maryland,Baltimore,3200 block of Lyndale Ave,2,2,MD,21213,39.3,-76.61,31733.0,9593.49,Urban
1062,2017-09-24,Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,MD,21225,39.22,-76.61,33001.0,5189.51,Urban
1063,2017-09-24,Tennessee,Antioch,3890 Pin Hook Rd,1,8,TN,37013,36.04,-86.64,95717.0,1950.98,Suburban
1064,2017-09-24,New York,Syracuse,1226 E Fayette St,0,4,NY,13210,43.04,-76.14,27980.0,6045.99,Urban
1065,2017-09-24,New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,NJ,08330,39.45,-74.72,28066.0,233.84,Rural
1066,2017-09-23,California,Bakersfield,818 Real Rd,1,4,CA,93309,35.34,-119.07,60893.0,5483.38,Urban
1067,2017-09-23,Illinois,Danville,Seminary St and Jackson St,0,5,IL,61832,40.14,-87.61,35222.0,1438.71,Suburban
1068,2017-09-23,Connecticut,Hartford,1164 Albany Ave,2,2,CT,06112,41.76,-72.68,21858.0,8395.96,Urban
1069,2017-09-20,Indiana,Gary,4300 block of 23rd Ct,0,5,IN,46404,41.59,-87.34,17441.0,3030.08,Urban
1070,2017-09-17,Michigan,Detroit,5000 block of Stanton Street,1,3,MI,48208,42.38,-83.1,9031.0,3236.56,Urban
1071,2017-09-17,Virginia,Petersburg,300 Mistletoe St,1,4,VA,23803,37.2,-77.39,38647.0,561.34,Rural
1072,2017-09-16,South Carolina,Columbia,920 Lady Street,0,8,SC,29201,34.0,-81.03,20895.0,1803.17,Suburban
1073,2017-09-13,Tennessee,Memphis,1000 block of Morehead St,1,5,TN,38107,35.1,-90.0,16702.0,3277.41,Urban
1074,2017-09-13,Washington,Rockford,14626 S Jackson Rd,1,3,WA,99030,47.48,-117.14,973.0,13.16,Rural
1075,2017-09-13,Pennsylvania,York,400 block of S Duke St,0,4,PA,17401,39.96,-76.73,18135.0,12308.28,Urban
1076,2017-09-13,Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,PA,19133,39.95,-75.16,27397.0,20033.05,Urban
1077,2017-09-10,Louisiana,New Orleans,2101 N Claiborne Ave,1,3,LA,70116,30.06,-89.93,11737.0,8906.35,Urban
1078,2017-09-10,Texas,Plano,1712 West Spring Creek Parkway,9,1,TX,75023,33.04,-96.74,49563.0,4824.54,Urban
1079,2017-09-09,Alabama,Selma,NaN,0,4,AL,NaN,32.4073589,-87.02110069999999,NaN,,
1080,2017-09-06,Illinois,Chicago,2700 block of Madison,0,4,IL,60612,41.83,-87.68,35332.0,8933.01,Urban
1081,2017-09-04,Illinois,Bellwood,1000 block of Bellwood Ave,0,4,IL,60104,41.88,-87.87,19031.0,8087.51,Urban
1082,2017-09-03,California,Inglewood,10100 block of S Firmona Ave,2,3,CA,90304,33.93,-118.36,25937.0,18002.55,Urban
1083,2017-09-02,Kentucky,Louisville,8008 Watterson Trl,0,4,KY,40291,38.22,-85.74,37014.0,1615.61,Suburban
1084,2017-09-02,Illinois,Chicago,8300 block of S Hermitage,1,3,IL,60620,41.83,-87.68,69195.0,10192.8,Urban
1085,2017-08-28,New Mexico,Clovis,701 N Main St,2,4,NM,88101,34.41,-103.2,46922.0,84.58,Rural
1086,2017-08-27,California,Sacramento,7760 24th St,1,4,CA,95832,38.43,-121.51,11389.0,1442.19,Suburban
1087,2017-08-27,Indiana,Evansville,1127 Chestnut St,1,3,IN,47713,37.98,-87.54,10405.0,2865.45,Suburban
1088,2017-08-25,Florida,Gainesville,1600 NE 8th Ave,0,4,FL,32603,29.67,-82.33,7414.0,4927.63,Urban
1089,2017-08-24,Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,MO,63137,38.63,-90.24,19980.0,2775.7,Suburban
1090,2017-08-22,Illinois,Chicago,300 block of N Central Ave,0,4,IL,60644,41.83,-87.68,49051.0,13883.56,Urban
1091,2017-08-21,New Jersey,Newark,NaN,0,4,NJ,NaN,40.735657,-74.1723667,NaN,,
1092,2017-08-21,North Carolina,Whitakers,980 Fishing Creek Rd,4,0,NC,27891,36.1,-77.71,5232.0,36.97,Rural
1093,2017-08-21,New Jersey,Newark,700 block of S 19th St,1,3,NJ,07103,40.72,-74.17,32610.0,15372.83,Urban
1094,2017-08-21,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,MD,21215,39.3,-76.61,59404.0,8830.32,Urban
1095,2017-08-21,Tennessee,Memphis,262 Decatur St,0,4,TN,38105,35.1,-90.0,6496.0,3631.24,Urban
1096,2017-08-20,New York,Brooklyn,100th St and Ave M,0,4,NY,11236,40.64,-73.94,100633.0,26113.21,Urban
1097,2017-08-20,Illinois,Chicago,11901 S Loomis St,2,5,IL,60643,41.83,-87.68,51028.0,6798.97,Urban
1098,2017-08-19,Ohio,Cleveland,11143 Superior Ave,1,4,OH,44106,41.47,-81.67,25836.0,6379.51,Urban
1099,2017-08-16,New York,Wyandanch,Merritt Ave and 15th St,0,4,NY,11798,40.74,-73.37,14880.0,3219.43,Urban
1100,2017-08-14,California,North Hollywood,Morrison St and Klump Ave,2,2,CA,91601,34.16,-118.37,38379.0,14030.19,Urban
1101,2017-08-13,Pennsylvania,Philadelphia,39th St and Melon St,0,5,PA,19104,39.95,-75.16,55205.0,17229.13,Urban
1102,2017-08-13,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,CA,95820,38.53,-121.44,36624.0,6638.43,Urban
1103,2017-08-13,Virginia,Suffolk,8700 block of Quay Rd,0,4,VA,23437,36.7,-76.63,4165.0,42.99,Rural
1104,2017-08-12,Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,MO,63138,38.63,-90.24,19301.0,1099.28,Suburban
1105,2017-08-08,Illinois,Chicago,1 block of East 37th St,1,6,IL,60653,41.83,-87.68,31820.0,12819.55,Urban
1106,2017-08-06,New York,Bronx,Wickham Ave,0,6,NY,10469,40.84,-73.87,73008.0,26954.29,Urban
1107,2017-08-06,New York,Bronx,NaN,0,4,NY,NaN,40.8447819,-73.8648268,NaN,,
1108,2017-08-06,California,Oakland,1000 block of 106th Avenue,0,7,CA,94603,37.73,-122.17,33952.0,9629.87,Urban
1109,2017-08-05,New Jersey,Lakewood,900 block of Brook Road,0,4,NJ,08701,40.09,-74.21,99467.0,3774.87,Urban
1110,2017-08-05,South Carolina,Allendale,300 block of Ellis St,1,3,SC,29810,33.0,-81.3,4415.0,40.98,Rural
1111,2017-08-05,Florida,Tallahassee,1939 W Tennessee St,1,3,FL,32304,30.45,-84.28,47800.0,2944.8,Suburban
1112,2017-08-04,Montana,Lodge Grass,200 block of North Helen Street,3,2,MT,59050,45.22,-107.42,1509.0,2.8,Rural
1113,2017-08-03,District of Columbia,Washington,3426 18th St NE,1,3,DC,20018,38.89,-77.03,20146.0,5599.6,Urban
1114,2017-08-02,Maryland,Baltimore,900 block of N Broadway,0,4,MD,21205,39.3,-76.61,14766.0,7876.1,Urban
1115,2017-08-01,Illinois,Chicago,800 block of N Monticello Ave,0,4,IL,60651,41.83,-87.68,61828.0,18388.27,Urban
1116,2017-08-01,Washington,Toppenish,8000 Block of Lateral C Rd,0,6,WA,98948,46.28,-120.25,13067.0,60.61,Rural
1117,2017-08-01,California,Fresno,Mariposa St and A St,0,7,CA,93706,36.64,-119.91,40471.0,251.34,Rural
1118,2017-07-31,Illinois,Decatur,Jasper St and Main St,0,4,IL,62521,39.85,-88.93,35563.0,535.76,Rural
1119,2017-07-30,Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,VA,23502,36.84,-76.28,21096.0,2047.33,Suburban
1120,2017-07-30,Texas,El Paso,1810 George Dieter Dr,1,3,TX,79936,31.84,-106.43,111918.0,4154.61,Urban
1121,2017-07-29,New York,Buffalo,200 block of Carl St,1,4,NY,14215,42.88,-78.85,40088.0,8139.8,Urban
1122,2017-07-29,North Carolina,Salisbury,115 W Fisher St,2,3,NC,28144,35.66,-80.48,24596.0,827.64,Rural
1123,2017-07-28,Delaware,Wilmington,400 block of N Washington St,0,4,DE,19801,39.73,-75.53,16063.0,3933.82,Urban
1124,2017-07-27,Illinois,Chicago,2000 block of E 71st St,1,4,IL,60649,41.83,-87.68,44223.0,15932.38,Urban
1125,2017-07-26,North Carolina,High Point,2111 E. Green Drive,1,6,NC,27260,35.98,-79.99,24985.0,1977.69,Suburban
1126,2017-07-25,Florida,Jacksonville,1040 Golfair Boulevard,1,3,FL,32209,30.33,-81.65,35541.0,3674.88,Urban
1127,2017-07-23,Illinois,Chicago,1500 block of East 82nd St,1,3,IL,60619,41.83,-87.68,62992.0,10600.4,Urban
1128,2017-07-23,Louisiana,Baton Rouge,10360 Ave H,0,4,LA,70807,30.44,-91.12,18656.0,799.13,Rural
1129,2017-07-22,Ohio,Cincinnati,130 E Clifton Ave,0,5,OH,45202,39.09,-84.51,13552.0,5715.39,Urban
1130,2017-07-19,Virginia,Richmond,2300 block of Bethel St,0,5,VA,23223,37.55,-77.46,51888.0,2829.66,Suburban
1131,2017-07-19,California,Los Angeles,Imperial Hwy and Broadway,1,3,CA,90061,33.92,-118.27,28003.0,10094.67,Urban
1132,2017-07-18,Wisconsin,Milwaukee,3000 block of N 39th St,0,4,WI,53210,43.06,-87.96,26837.0,11047.13,Urban
1133,2017-07-18,New Jersey,Trenton,Hewitt St and Division St,1,3,NJ,08611,40.22,-74.76,26625.0,10118.37,Urban
1134,2017-07-18,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,AZ,85335,33.59,-112.33,34400.0,3187.63,Urban
1135,2017-07-15,Pennsylvania,Philadelphia,21st and Fitzwater,1,3,PA,19146,39.95,-75.16,38486.0,20776.92,Urban
1136,2017-07-15,Illinois,Chicago,12200 block of S Throop St,0,4,IL,60643,41.83,-87.68,51028.0,6798.97,Urban
1137,2017-07-09,Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,VA,23868,36.75,-77.85,7470.0,60.75,Rural
1138,2017-07-08,Illinois,Alton,700 block of Oakwood Ave,0,4,IL,62024,38.88,-90.1,9910.0,1566.76,Suburban
1139,2017-07-08,Ohio,Cincinnati,9917 Capstan Dr,1,8,OH,45251,39.09,-84.51,22577.0,1876.08,Suburban
1140,2017-07-06,Mississippi,Meridian,Eighth Ave,0,4,MS,39301,32.38,-88.71,25448.0,98.39,Rural
1141,2017-07-05,Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,GA,31401,32.08,-81.1,20172.0,4535.12,Urban
1142,2017-07-05,Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,IL,60628,41.83,-87.68,67942.0,6611.9,Urban
1143,2017-07-05,Maine,Madison,300 block of Russell Rd,4,1,ME,04950,44.79,-69.88,4726.0,93.58,Rural
1144,2017-07-04,Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,FL,32809,28.5,-81.37,28575.0,2581.03,Suburban
1145,2017-07-04,Virginia,Hampton,500 block of Patterson Ave,1,4,VA,23669,37.04,-76.29,42012.0,3461.81,Urban
1146,2017-07-04,North Carolina,Raleigh,105 E South St,1,3,NC,27601,35.82,-78.65,10061.0,5267.56,Urban
1147,2017-07-03,Alabama,Prattville,112 US 82,3,1,AL,36067,32.46,-86.44,28235.0,112.67,Rural
1148,2017-07-03,Michigan,Pontiac,50 block of Thorpe St,1,3,MI,48341,42.64,-83.28,17545.0,2681.74,Suburban
1149,2017-07-02,New Jersey,Jersey City,Wilkinson Avenue,0,4,NJ,07305,40.71,-74.06,66229.0,10348.48,Urban
1150,2017-07-02,South Carolina,Greenwood,Cordova at Peoples Street,0,4,SC,29646,34.19,-82.15,28633.0,250.32,Rural
1151,2017-07-01,Illinois,Momence,2727 S 13000 Rd E,0,4,IL,60954,41.16,-87.66,5814.0,91.88,Rural
1152,2017-07-01,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,NJ,07102,40.72,-74.17,12986.0,10714.65,Urban
1153,2017-07-01,California,Oakland,3200 Humboldt Ave,0,4,CA,94602,37.8,-122.21,30098.0,8574.15,Urban
1154,2017-07-01,Arkansas,Little Rock,220 W 6th St,0,25,AR,72201,34.72,-92.35,869.0,846.28,Rural
1155,2017-06-30,New York,Bronx,1650 Grand Concourse,2,6,NY,10457,40.84,-73.87,75668.0,66442.98,Urban
1156,2017-06-27,Illinois,Chicago,200 block of S Lotus,0,5,IL,60644,41.83,-87.68,49051.0,13883.56,Urban
1157,2017-06-25,District of Columbia,Washington,5900 block of Southern Ave SE,0,4,DC,20019,38.89,-77.03,61351.0,8675.07,Urban
1158,2017-06-25,Missouri,Saint Louis,5000 block of Thekla Ave,1,3,MO,63115,38.63,-90.24,18799.0,4866.48,Urban
1159,2017-06-24,Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,FL,33311,26.14,-80.13,71227.0,6164.69,Urban
1160,2017-06-24,New York,New York (Manhattan),114th St and Manhattan Ave,0,5,NY,10026,40.71,-73.99,40105.0,102418.67,Urban
1161,2017-06-24,New Jersey,Willingboro,Pastoral Lane,0,4,NJ,08046,40.02,-74.88,31549.0,4298.72,Urban
1162,2017-06-22,Georgia,Atlanta,1100 block of Osborne Street,1,6,GA,30310,33.72,-84.42,30547.0,3051.25,Urban
1163,2017-06-18,Missouri,Saint Louis,1900 block of N 14th St,3,2,MO,63106,38.63,-90.24,11474.0,5267.29,Urban
1164,2017-06-18,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,DC,20020,38.89,-77.03,56622.0,10811.8,Urban
1165,2017-06-18,Illinois,Chicago,3300 block of W Crystal St,0,4,IL,60651,41.83,-87.68,61828.0,18388.27,Urban
1166,2017-06-18,South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,SC,29575,33.69,-78.89,17774.0,1536.3,Suburban
1167,2017-06-17,Illinois,Chicago,1 block of N Latrobe,0,4,IL,60644,41.83,-87.68,49051.0,13883.56,Urban
1168,2017-06-17,Ohio,Columbus,6252 Busch Blvd,1,4,OH,43229,39.98,-82.98,51701.0,5260.13,Urban
1169,2017-06-15,Virginia,Richmond,4053 Old Brook Road,1,3,VA,23227,37.55,-77.46,25829.0,2148.76,Suburban
1170,2017-06-15,New Mexico,La Madera,491 NM 111,5,0,NM,87539,36.38,-106.04,21.0,3.46,Rural
1171,2017-06-14,Virginia,Alexandria,420 E Monroe Ave,1,5,VA,22301,38.82,-77.08,12935.0,7972.86,Urban
1172,2017-06-14,Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,OH,44714,40.81,-81.37,8216.0,3447.28,Urban
1173,2017-06-14,California,San Francisco,720 San Bruno,4,2,CA,94107,37.76,-122.39,29920.0,14843.19,Urban
1174,2017-06-13,Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,MD,21216,39.3,-76.61,30037.0,9619.38,Urban
1175,2017-06-13,Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,MD,21218,39.3,-76.61,48815.0,11907.22,Urban
1176,2017-06-13,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,MO,63130,38.63,-90.24,29423.0,5973.79,Urban
1177,2017-06-11,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,IL,60623,41.83,-87.68,88586.0,17197.16,Urban
1178,2017-06-11,Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,TN,37406,35.06,-85.25,14658.0,1193.16,Suburban
1179,2017-06-11,Texas,Houston,505 Cypress Station Dr,0,4,TX,77090,29.76,-95.38,38361.0,4004.13,Urban
1180,2017-06-10,Tennessee,Memphis,571 East Street,0,4,TN,38104,35.1,-90.0,23594.0,4591.8,Urban
1181,2017-06-09,Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,TX,76104,32.75,-97.33,18199.0,2977.13,Suburban
1182,2017-06-08,Louisiana,New Orleans,3650 Franklin Ave,0,6,LA,70122,30.06,-89.93,37369.0,4049.33,Urban
1183,2017-06-06,Utah,Sandy,2232 Alta Canyon Drive,3,2,UT,84093,40.59,-111.81,23294.0,4265.17,Urban
1184,2017-06-05,Florida,Orlando,2427 Forsyth Rd,6,0,FL,32807,28.5,-81.37,33310.0,3892.26,Urban
1185,2017-06-03,Missouri,Saint Louis,1600 Block of Union Blvd,2,2,MO,63113,38.63,-90.24,11184.0,5187.94,Urban
1186,2017-06-03,Louisiana,New Orleans,3717 Tulane Ave,3,2,LA,70119,30.06,-89.93,37851.0,8104.7,Urban
1187,2017-06-02,California,Los Angeles,89th St and Broadway,1,3,CA,90003,33.96,-118.27,70490.0,18661.22,Urban
1188,2017-06-02,Texas,Laredo,5301 McPherson Rd,2,3,TX,78041,27.53,-99.48,46671.0,2409.44,Suburban
1189,2017-06-01,Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,MO,63120,38.63,-90.24,8877.0,4259.83,Urban
1190,2017-05-30,Ohio,Middletown,1200 Elliott Dr,1,3,OH,45044,39.5,-84.37,53250.0,1385.35,Suburban
1191,2017-05-29,Kentucky,Louisville,231 Witherspoon St,1,3,KY,40202,38.22,-85.74,6827.0,4354.98,Urban
1192,2017-05-28,Alabama,Phenix City,100 block of 6th Street South,0,12,AL,36869,32.46,-85.01,21196.0,250.7,Rural
1193,2017-05-28,New Jersey,Paterson,86 Main Street,1,5,NJ,07505,40.91,-74.16,2673.0,11336.68,Urban
1194,2017-05-28,Mississippi,Moss Point,6103 Hwy. 63,0,5,MS,39563,30.42,-88.52,13515.0,676.94,Rural
1195,2017-05-27,New York,New York (Manhattan),318 W 14th St,0,4,NY,10014,40.71,-73.99,31794.0,58107.27,Urban
1196,2017-05-27,District of Columbia,Washington,100 block of Q Street Northwest,1,7,DC,20001,38.89,-77.03,45925.0,17651.56,Urban
1197,2017-05-27,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,MS,39629,31.43,-90.45,7045.0,41.89,Rural
1198,2017-05-26,Florida,Miami,2730 NW 167th St,0,4,FL,33054,25.93,-80.26,32768.0,3311.04,Urban
1199,2017-05-21,Iowa,Des Moines,4300 Beaver Dr,1,3,IA,50310,41.57,-93.61,31917.0,3751.83,Urban
1200,2017-05-21,Arizona,Mesa,441 N Val Vista Dr,0,4,AZ,85213,33.44,-111.76,35148.0,3354.82,Urban
1201,2017-05-20,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,PA,19125,39.95,-75.16,24149.0,16684.59,Urban
1202,2017-05-16,South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,SC,29475,33.0,-80.81,2363.0,26.8,Rural
1203,2017-05-14,Arkansas,Jonesboro,311 S Main St,1,6,AR,72401,35.82,-90.68,57220.0,458.69,Rural
1204,2017-05-14,Illinois,Dolton,14112 Chicago Road,0,5,IL,60419,41.62,-87.59,22810.0,5420.55,Urban
1205,2017-05-14,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,FL,33825,27.59,-81.5,25425.0,197.84,Rural
